,District,year,ENR_TOTAL,Percent Change,NCESDist
81789,Fountain Valley Elementary,2016,6384,0.25125628140703515,0614220
135554,Fountain Valley Elementary,2017,6357,-0.42293233082706766,0614220
139876,Fountain Valley Elementary,2018,6323,-0.5348434796287557,0614220
205114,Fountain Valley Elementary,2019,6316,-0.11070694290684802,0614220
20501,Fowler Unified,2015,2531,,0614250
82023,Fowler Unified,2016,2562,1.2248123271434215,0614250
123011,Fowler Unified,2017,2609,1.834504293520687,0614250
139449,Fowler Unified,2018,2608,-0.038328861632809505,0614250
205069,Fowler Unified,2019,2589,-0.7285276073619631,0614250
20396,Franklin-McKinley Elementary,2015,10656,,0614370
82479,Franklin-McKinley Elementary,2016,10277,-3.5566816816816815,0614370
123184,Franklin-McKinley Elementary,2017,10072,-1.9947455483117642,0614370
137939,Franklin-McKinley Elementary,2018,9720,-3.494837172359015,0614370
204964,Franklin-McKinley Elementary,2019,9227,-5.07201646090535,0614370
20186,Fremont Unified,2015,34808,,0614400
84651,Fremont Unified,2016,35132,0.9308205010342451,0614400
122577,Fremont Unified,2017,35731,1.7049982921553,0614400
140450,Fremont Unified,2018,35495,-0.6604908902633567,0614400
204754,Fremont Unified,2019,35379,-0.3268065924778138,0614400
20156,Fremont Union High,2015,10700,,0614430
86692,Fremont Union High,2016,10835,1.2616822429906542,0614430
122040,Fremont Union High,2017,11095,2.3996308260267654,0614430
141014,Fremont Union High,2018,10973,-1.099594411897251,0614430
204724,Fremont Union High,2019,11032,0.5376834047206781,0614430
20151,French Gulch-Whiskeytown Elementary,2015,41,,0614490
87097,French Gulch-Whiskeytown Elementary,2016,31,-24.390243902439025,0614490
122550,French Gulch-Whiskeytown Elementary,2017,29,-6.451612903225806,0614490
139871,French Gulch-Whiskeytown Elementary,2018,23,-20.689655172413794,0614490
204699,French Gulch-Whiskeytown Elementary,2019,25,8.695652173913043,0614490
20141,Freshwater Elementary,2015,318,,0614520
87062,Freshwater Elementary,2016,342,7.547169811320755,0614520
131439,Freshwater Elementary,2017,354,3.508771929824561,0614520
141099,Freshwater Elementary,2018,350,-1.1299435028248588,0614520
204689,Freshwater Elementary,2019,348,-0.5714285714285714,0614520
19616,Fresno Unified,2015,73131,,0614550
84967,Fresno Unified,2016,72946,-0.25297069642149017,0614550
124212,Fresno Unified,2017,72963,0.02330491048172621,0614550
136509,Fresno Unified,2018,73223,0.35634499677918946,0614550
204123,Fresno Unified,2019,73106,-0.15978585963426792,0614550
19586,Fruitvale Elementary,2015,3237,,0614700
85607,Fruitvale Elementary,2016,3211,-0.8032128514056224,0614700
124860,Fruitvale Elementary,2017,3240,0.9031454375583929,0614700
136348,Fruitvale Elementary,2018,3184,-1.728395061728395,0614700
204098,Fruitvale Elementary,2019,3232,1.507537688442211,0614700
19486,Fullerton Elementary,2015,13516,,0614730
85751,Fullerton Elementary,2016,13358,-1.168984906777153,0614730
125725,Fullerton Elementary,2017,13299,-0.44168288665967964,0614730
153399,Fullerton Elementary,2018,13059,-1.8046469659372886,0614730
203993,Fullerton Elementary,2019,12848,-1.6157439313883144,0614730
19446,Fullerton Joint Union High,2015,14211,,0614760
70251,Fullerton Joint Union High,2016,13965,-1.7310534093307999,0614760
125825,Fullerton Joint Union High,2017,13882,-0.594343000358038,0614760
178868,Fullerton Joint Union High,2018,13678,-1.4695288863276186,0614760
205240,Fullerton Joint Union High,2019,13603,-0.5483257786226057,0614760
19416,Galt Joint Union Elementary,2015,3646,,0614790
47309,Galt Joint Union Elementary,2016,3610,-0.9873834339001646,0614790
125057,Galt Joint Union Elementary,2017,3631,0.5817174515235457,0614790
179494,Galt Joint Union Elementary,2018,3575,-1.5422748554117323,0614790
205285,Galt Joint Union Elementary,2019,3539,-1.006993006993007,0614790
19401,Galt Joint Union High,2015,2227,,0614820
46749,Galt Joint Union High,2016,2186,-1.8410417602155364,0614820
124160,Galt Joint Union High,2017,2180,-0.2744739249771272,0614820
179609,Galt Joint Union High,2018,2225,2.064220183486239,0614820
206195,Galt Joint Union High,2019,2211,-0.6292134831460674,0614820
19082,Garden Grove Unified,2015,45220,,0614880
47967,Garden Grove Unified,2016,44195,-2.2666961521450686,0614880
125087,Garden Grove Unified,2017,43131,-2.407512162009277,0614880
177597,Garden Grove Unified,2018,42265,-2.007836590851128,0614880
205315,Garden Grove Unified,2019,41395,-2.0584407902519817,0614880
19077,Garfield Elementary,2015,60,,0614910
47694,Garfield Elementary,2016,69,15.0,0614910
132237,Garfield Elementary,2017,62,-10.144927536231885,0614910
178363,Garfield Elementary,2018,64,3.225806451612903,0614910
206185,Garfield Elementary,2019,66,3.125,0614910
19025,Garvey Elementary,2015,4876,,0614940
45189,Garvey Elementary,2016,4796,-1.6406890894175554,0614940
131459,Garvey Elementary,2017,4666,-2.7105921601334444,0614940
179624,Garvey Elementary,2018,4568,-2.100300042863266,0614940
206133,Garvey Elementary,2019,4463,-2.298598949211909,0614940
17910,Gateway Unified,2015,3428,,0614950
45241,Gateway Unified,2016,2794,-18.494749124854142,0614950
123994,Gateway Unified,2017,2495,-10.701503221188261,0614950
180755,Gateway Unified,2018,2455,-1.6032064128256511,0614950
206084,Gateway Unified,2019,2415,-1.6293279022403258,0614950
19611,Gazelle Union Elementary,2015,41,,0614970
46041,Gazelle Union Elementary,2016,30,-26.82926829268293,0614970
122305,Gazelle Union Elementary,2017,26,-13.333333333333334,0614970
180452,Gazelle Union Elementary,2018,34,30.76923076923077,0614970
206079,Gazelle Union Elementary,2019,37,8.823529411764707,0614970
17905,General Shafter Elementary,2015,153,,0615000
45748,General Shafter Elementary,2016,146,-4.57516339869281,0615000
122225,General Shafter Elementary,2017,147,0.684931506849315,0615000
179808,General Shafter Elementary,2018,159,8.16326530612245,0615000
206074,General Shafter Elementary,2019,190,19.49685534591195,0615000
17123,Gilroy Unified,2015,11836,,0615180
53359,Gilroy Unified,2016,11945,0.9209192294694154,0615180
121835,Gilroy Unified,2017,11821,-1.0380912515696945,0615180
180457,Gilroy Unified,2018,11641,-1.522713814398105,0615180
205989,Gilroy Unified,2019,11660,0.16321621853792628,0615180
16389,Glendale Unified,2015,26052,,0615240
52774,Glendale Unified,2016,26014,-0.1458621219100261,0615240
121549,Glendale Unified,2017,26012,-0.007688167909587145,0615240
177341,Glendale Unified,2018,25734,-1.0687375057665693,0615240
205828,Glendale Unified,2019,25468,-1.033651977928033,0615240
16344,Glendora Unified,2015,7593,,0615270
52268,Glendora Unified,2016,7519,-0.9745818517055184,0615270
123289,Glendora Unified,2017,7421,-1.3033648091501528,0615270
174023,Glendora Unified,2018,7177,-3.287966581323272,0615270
205783,Glendora Unified,2019,7091,-1.1982722586038734,0615270
16310,Gold Oak Union Elementary,2015,479,,0615390
53962,Gold Oak Union Elementary,2016,476,-0.6263048016701461,0615390
122891,Gold Oak Union Elementary,2017,489,2.73109243697479,0615390
172031,Gold Oak Union Elementary,2018,482,-1.4314928425357873,0615390
205749,Gold Oak Union Elementary,2019,469,-2.6970954356846475,0615390
16300,Gold Trail Union Elementary,2015,634,,0615450
53649,Gold Trail Union Elementary,2016,685,8.04416403785489,0615450
135604,Gold Trail Union Elementary,2017,709,3.5036496350364965,0615450
172330,Gold Trail Union Elementary,2018,661,-6.770098730606488,0615450
205719,Gold Trail Union Elementary,2019,651,-1.5128593040847202,0615450
16292,Golden Feather Union Elementary,2015,180,,0615480
49856,Golden Feather Union Elementary,2016,198,10.0,0615480
133405,Golden Feather Union Elementary,2017,193,-2.525252525252525,0615480
155598,Golden Feather Union Elementary,2018,61,-68.39378238341969,0615480
205711,Golden Feather Union Elementary,2019,53,-13.114754098360656,0615480
16170,Goleta Union Elementary,2015,3684,,0615510
51129,Goleta Union Elementary,2016,3571,-3.0673181324647123,0615510
133881,Goleta Union Elementary,2017,3541,-0.8401008120974517,0615510
175429,Goleta Union Elementary,2018,3566,0.7060152499293985,0615510
199779,Goleta Union Elementary,2019,3619,1.4862591138530568,0615510
16141,Gorman Joint,2015,2339,,0615600
50445,Gorman Joint,2016,2491,6.4985036340316364,0615600
135511,Gorman Joint,2017,2604,4.53633079084705,0615600
179768,Gorman Joint,2018,1374,-47.235023041474655,0615600
191525,Gorman Joint,2019,1166,-15.138282387190685,0615600
16136,Grant Elementary,2015,614,,0615690
50605,Grant Elementary,2016,637,3.7459283387622153,0615690
121544,Grant Elementary,2017,648,1.726844583987441,0615690
175779,Grant Elementary,2018,633,-2.314814814814815,0615690
190486,Grant Elementary,2019,636,0.47393364928909953,0615690
16116,Grass Valley Elementary,2015,1745,,0615780
50915,Grass Valley Elementary,2016,1736,-0.5157593123209169,0615780
114744,Grass Valley Elementary,2017,1720,-0.9216589861751152,0615780
175574,Grass Valley Elementary,2018,1801,4.709302325581395,0615780
190466,Grass Valley Elementary,2019,1789,-0.6662965019433648,0615780
16111,Graves Elementary,2015,39,,0615870
51174,Graves Elementary,2016,46,17.94871794871795,0615870
114658,Graves Elementary,2017,40,-13.043478260869565,0615870
175569,Graves Elementary,2018,42,5.0,0615870
190461,Graves Elementary,2019,42,0.0,0615870
16106,Green Point Elementary,2015,10,,0615990
51364,Green Point Elementary,2016,11,10.0,0615990
114005,Green Point Elementary,2017,14,27.27272727272727,0615990
175389,Green Point Elementary,2018,19,35.714285714285715,0615990
190401,Green Point Elementary,2019,12,-36.84210526315789,0615990
16046,Greenfield Union,2015,9271,,0616050
51427,Greenfield Union,2016,9361,0.9707690648258009,0616050
114939,Greenfield Union,2017,9327,-0.3632090588612328,0616050
175184,Greenfield Union,2018,9562,2.519566848933205,0616050
190341,Greenfield Union,2019,9643,0.8471031165028237,0616050
16024,Greenfield Union Elementary,2015,3510,,0616080
50388,Greenfield Union Elementary,2016,3522,0.3418803418803419,0616080
115546,Greenfield Union Elementary,2017,3566,1.2492901760363428,0616080
176144,Greenfield Union Elementary,2018,3611,1.261918115535614,0616080
190319,Greenfield Union Elementary,2019,3548,-1.744669066740515,0616080
16550,Grenada Elementary,2015,181,,0616110
49509,Grenada Elementary,2016,201,11.049723756906078,0616110
115342,Grenada Elementary,2017,205,1.9900497512437811,0616110
176193,Grenada Elementary,2018,225,9.75609756097561,0616110
190314,Grenada Elementary,2019,217,-3.5555555555555554,0616110
16580,Grossmont Union High,2015,21773,,0616230
49864,Grossmont Union High,2016,21634,-0.6384053644421991,0616230
113778,Grossmont Union High,2017,21414,-1.0169178145511695,0616230
176958,Grossmont Union High,2018,21273,-0.658447744466237,0616230
190153,Grossmont Union High,2019,21661,1.8239082404926432,0616230
16666,Guadalupe Union Elementary,2015,1269,,0616260
50035,Guadalupe Union Elementary,2016,1280,0.8668242710795903,0616260
111827,Guadalupe Union Elementary,2017,1298,1.40625,0616260
176858,Guadalupe Union Elementary,2018,1283,-1.155624036979969,0616260
190143,Guadalupe Union Elementary,2019,1289,0.46765393608729544,0616260
14992,Cucamonga Elementary,2015,2562,,0616300
71333,Cucamonga Elementary,2016,2515,-1.834504293520687,0616300
123768,Cucamonga Elementary,2017,2458,-2.2664015904572565,0616300
145053,Cucamonga Elementary,2018,2431,-1.098454027664768,0616300
200370,Cucamonga Elementary,2019,2439,0.3290826820238585,0616300
17694,Gustine Unified,2015,1888,,0616323
50100,Gustine Unified,2016,1890,0.1059322033898305,0616323
111657,Gustine Unified,2017,1861,-1.5343915343915344,0616323
176675,Gustine Unified,2018,1846,-0.8060182697474476,0616323
190118,Gustine Unified,2019,1812,-1.8418201516793065,0616323
17514,Hacienda la Puente Unified,2015,19358,,0616325
50935,Hacienda la Puente Unified,2016,18874,-2.500258291145779,0616325
113386,Hacienda la Puente Unified,2017,18421,-2.4001271590547844,0616325
176275,Hacienda la Puente Unified,2018,18081,-1.8457195591987405,0616325
189938,Hacienda la Puente Unified,2019,17806,-1.5209335766827057,0616325
17439,Hanford Elementary,2015,5890,,0616470
53713,Hanford Elementary,2016,5954,1.0865874363327674,0616470
112893,Hanford Elementary,2017,5973,0.31911320120927106,0616470
174980,Hanford Elementary,2018,6033,1.0045203415369162,0616470
189843,Hanford Elementary,2019,5927,-1.7570031493452678,0616470
17408,Hanford Joint Union High,2015,3772,,0616500
53838,Hanford Joint Union High,2016,3799,0.7158006362672322,0616500
112445,Hanford Joint Union High,2017,3801,0.052645433008686494,0616500
172568,Hanford Joint Union High,2018,3897,2.525651144435675,0616500
190491,Hanford Joint Union High,2019,4015,3.0279702335129586,0616500
17403,Happy Camp Union Elementary,2015,120,,0616530
54032,Happy Camp Union Elementary,2016,111,-7.5,0616530
120057,Happy Camp Union Elementary,2017,108,-2.7027027027027026,0616530
172320,Happy Camp Union Elementary,2018,110,1.8518518518518516,0616530
190522,Happy Camp Union Elementary,2019,128,16.363636363636363,0616530
17398,Happy Valley Elementary,2015,132,,0616560
54077,Happy Valley Elementary,2016,125,-5.303030303030303,0616560
119972,Happy Valley Elementary,2017,120,-4.0,0616560
172026,Happy Valley Elementary,2018,108,-10.0,0616560
190527,Happy Valley Elementary,2019,113,4.62962962962963,0616560
17383,Happy Valley Union Elementary,2015,500,,0616570
54318,Happy Valley Union Elementary,2016,500,0.0,0616570
119649,Happy Valley Union Elementary,2017,527,5.4,0616570
172747,Happy Valley Union Elementary,2018,511,-3.0360531309297913,0616570
190532,Happy Valley Union Elementary,2019,479,-6.262230919765166,0616570
17719,Hawthorne,2015,8686,,0616680
53972,Hawthorne,2016,8564,-1.4045590605572185,0616680
119137,Hawthorne,2017,8356,-2.4287716020551144,0616680
174925,Hawthorne,2018,8029,-3.913355672570608,0616680
191174,Hawthorne,2019,7920,-1.3575787769336156,0616680
17203,Hayward Unified,2015,22763,,0616740
51740,Hayward Unified,2016,22847,0.3690199007160743,0616740
121230,Hayward Unified,2017,22667,-0.787849608263667,0616740
174599,Hayward Unified,2018,22313,-1.561741739092072,0616740
190994,Hayward Unified,2019,22228,-0.3809438443956438,0616740
17115,Heber Elementary,2015,1218,,0616830
52374,Heber Elementary,2016,1245,2.2167487684729066,0616830
120600,Heber Elementary,2017,1204,-3.2931726907630523,0616830
174301,Heber Elementary,2018,1279,6.229235880398671,0616830
190986,Heber Elementary,2019,1268,-0.8600469116497262,0616830
17081,Helendale Elementary,2015,2400,,0616860
52653,Helendale Elementary,2016,2669,11.208333333333332,0616860
120235,Helendale Elementary,2017,3221,20.68190333458224,0616860
177502,Helendale Elementary,2018,5062,57.15616268239677,0616860
190952,Helendale Elementary,2019,5810,14.776768075859344,0616860
16941,Hemet Unified,2015,21444,,0616920
52935,Hemet Unified,2016,21676,1.0818877075172544,0616920
118773,Hemet Unified,2017,21755,0.3644583871563019,0616920
173883,Hemet Unified,2018,21977,1.0204550678005055,0616920
190812,Hemet Unified,2019,22256,1.269509032169996,0616920
16931,Hermosa Beach City Elementary,2015,1428,,0617040
53213,Hermosa Beach City Elementary,2016,1378,-3.5014005602240896,0617040
116997,Hermosa Beach City Elementary,2017,1360,-1.3062409288824384,0617040
173873,Hermosa Beach City Elementary,2018,1344,-1.1764705882352942,0617040
190767,Hermosa Beach City Elementary,2019,1351,0.5208333333333333,0617040
16761,Hillsborough City Elementary,2015,1487,,0617190
47674,Hillsborough City Elementary,2016,1478,-0.605245460659045,0617190
116389,Hillsborough City Elementary,2017,1401,-5.209742895805142,0617190
180809,Hillsborough City Elementary,2018,1351,-3.5688793718772307,0617190
190747,Hillsborough City Elementary,2019,1289,-4.58919319022946,0617190
16731,Hilmar Unified,2015,2291,,0617220
45646,Hilmar Unified,2016,2403,4.8886948930597995,0617220
118728,Hilmar Unified,2017,2387,-0.6658343736995422,0617220
179778,Hilmar Unified,2018,2388,0.04189359028068705,0617220
190682,Hilmar Unified,2019,2429,1.7169179229480735,0617220
16676,Hollister,2015,5654,,0617340
45753,Hollister,2016,5749,1.6802263883975945,0617340
118494,Hollister,2017,5856,1.861193251000174,0617340
179813,Hollister,2018,6077,3.773907103825137,0617340
190627,Hollister,2019,6154,1.267072568701662,0617340
11568,Holtville Unified,2015,1585,,0617430
45986,Holtville Unified,2016,1598,0.8201892744479496,0617430
117984,Holtville Unified,2017,1554,-2.753441802252816,0617430
179945,Holtville Unified,2018,1578,1.5444015444015444,0617430
190577,Holtville Unified,2019,1573,-0.3168567807351077,0617430
15932,Hope Elementary,2015,998,,0617490
45500,Hope Elementary,2016,1010,1.2024048096192386,0617490
117589,Hope Elementary,2017,963,-4.653465346534653,0617490
180289,Hope Elementary,2018,950,-1.3499480789200415,0617490
190562,Hope Elementary,2019,932,-1.8947368421052633,0617490
11563,Hornbrook Elementary,2015,55,,0617620
46176,Hornbrook Elementary,2016,58,5.454545454545454,0617620
117561,Hornbrook Elementary,2017,57,-1.7241379310344827,0617620
180387,Hornbrook Elementary,2018,45,-21.052631578947366,0617620
